AL012000,            UNNAMED,      4,
20000808, 1200,  , TD, 28.2N,  74.2W,  30, 1011, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000808, 1800,  , TD, 28.1N,  75.1W,  30, 1010, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000809, 0000,  , TD, 28.0N,  76.0W,  30, 1010, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000809, 0600,  , TD, 27.9N,  76.8W,  30, 1010, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000809, 1200,  , TD, 27.9N,  77.4W,  30, 1010, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000809, 1800,  , TD, 27.9N,  77.9W,  30, 1010, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000810, 0000,  , TD, 28.0N,  78.6W,  30, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000810, 0600,  , TD, 28.3N,  79.3W,  30, 1010, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000810, 1200,  , TD, 28.7N,  78.9W,  30, 1010, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000810, 1800,  , TD, 28.9N,  78.3W,  25, 1011, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000811, 0000,  , TD, 29.2N,  77.8W,  25, 1011, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000811, 0600,  , TD, 29.4N,  77.2W,  25, 1012, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000811, 1200,  , TD, 29.6N,  76.5W,  25, 1013, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL052000,              BERYL,      9,
20000813, 1800,  , TD, 22.5N,  93.5W,  30, 1008, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000814, 0000,  , TD, 22.7N,  93.8W,  30, 1008, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000814, 0600,  , TS, 23.1N,  94.6W,  35, 1007, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000814, 1200,  , TS, 23.5N,  95.4W,  40, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000814, 1800,  , TS, 23.9N,  96.3W,  45, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000815, 0000,  , TS, 24.1N,  97.0W,  45, 1007, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000815, 0600,  , TS, 24.5N,  97.7W,  45, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000815, 1200,  , TD, 24.9N,  98.6W,  30, 1010, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000815, 1800,  , TD, 25.2N,  99.8W,  25, 1012, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL062000,              CHRIS,      9,
20000817, 1200,  , TD, 14.2N,  51.9W,  25, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000817, 1800,  , TD, 14.7N,  52.8W,  25, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000818, 0000,  , TD, 15.2N,  53.4W,  25, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000818, 0600,  , TD, 15.6N,  54.1W,  30, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000818, 1200,  , TS, 16.2N,  55.4W,  35, 1008, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000818, 1800,  , TD, 16.8N,  56.5W,  30, 1011, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000819, 0000,  , TD, 17.3N,  57.7W,  25, 1012, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000819, 0600,  , TD, 17.8N,  59.0W,  25, 1012, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000819, 1200,  , TD, 18.3N,  60.4W,  20, 1013, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL072000,              DEBBY,     23,
20000819, 1800,  , TD, 12.0N,  44.5W,  30, 1010, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000820, 0000,  , TD, 12.6N,  45.3W,  30, 1010, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000820, 0600,  , TS, 13.3N,  46.8W,  35, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000820, 1200,  , TS, 14.0N,  48.8W,  40, 1008, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000820, 1800,  , TS, 14.7N,  50.6W,  45, 1007, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000821, 0000,  , TS, 15.1N,  52.1W,  55, 1006, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000821, 0600,  , HU, 15.4N,  54.0W,  65, 1005, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000821, 1200,  , HU, 15.7N,  56.3W,  75, 1004, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000821, 1800,  , HU, 16.1N,  58.5W,  75, 1004, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000822, 0000,  , HU, 16.8N,  60.1W,  70,  995, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000822, 0300, P, HU, 17.1N,  60.9W,  70,  991, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000822, 0600, L, HU, 17.5N,  61.7W,  65,  993, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000822, 0915, L, HU, 17.9N,  62.8W,  65,  993, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000822, 1200,  , HU, 18.1N,  63.5W,  65,  994, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000822, 1500, L, HU, 18.5N,  64.4W,  65,  994, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000822, 1800,  , HU, 18.8N,  65.4W,  65,  995, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000823, 0000,  , HU, 19.2N,  66.7W,  65,  995, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000823, 0600,  , HU, 19.5N,  68.1W,  65,  995, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000823, 1200,  , TS, 19.8N,  69.7W,  60, 1005, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000823, 1800,  , TS, 20.0N,  71.5W,  50, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000824, 0000,  , TS, 19.9N,  73.3W,  40, 1010, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000824, 0600,  , TS, 19.6N,  75.1W,  35, 1011, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000824, 1200,  , TD, 19.5N,  77.0W,  30, 1011, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL082000,            ERNESTO,     10,
